subject,predicat,object
compound/compound_323,decrease_efficacy,compound_7842
compound/compound_323,decrease_efficacy,compound_7985
compound/compound_323,decrease_efficacy,compound_7986
compound/compound_323,decrease_efficacy,compound_8044
compound/compound_323,decrease_efficacy,compound_8133
compound/compound_323,decrease_efficacy,compound_8134
compound/compound_323,decrease_efficacy,compound_8200
compound/compound_323,decrease_efficacy,compound_8208
compound/compound_323,decrease_efficacy,compound_8216
compound/compound_323,decrease_efficacy,compound_8222
compound/compound_323,decrease_efficacy,compound_8245
compound/compound_323,decrease_efficacy,compound_8342
compound/compound_323,decrease_efficacy,compound_8348
compound/compound_323,decrease_efficacy,compound_9078
compound/compound_323,decrease_efficacy,compound_9113
compound/compound_323,decrease_efficacy,compound_9120
compound/compound_323,decrease_efficacy,compound_9224
compound/compound_323,decrease_efficacy,compound_9485
compound/compound_323,decrease_efficacy,compound_9617
compound/compound_323,decrease_efficacy,compound_9696
compound/compound_323,decrease_efficacy,compound_5361
compound/compound_323,decrease_efficacy,compound_5403
compound/compound_323,decrease_efficacy,compound_5418
compound/compound_323,decrease_efficacy,compound_5540
compound/compound_323,decrease_efficacy,compound_5718
compound/compound_323,decrease_efficacy,compound_6731
compound/compound_323,decrease_efficacy,compound_7372
compound/compound_323,decrease_efficacy,compound_8037
compound/compound_323,decrease_efficacy,compound_8324
compound/compound_323,decrease_efficacy,compound_9126
compound/compound_323,decrease_efficacy,compound_9476
compound/compound_323,decrease_efficacy,compound_9654
compound/compound_323,decrease_efficacy,compound_10217
compound/compound_323,decrease_efficacy,compound_10312
compound/compound_323,decrease_efficacy,compound_10317
compound/compound_323,decrease_efficacy,compound_10664
compound/compound_323,decrease_efficacy,compound_10815
compound/compound_323,decrease_efficacy,compound_11769
compound/compound_323,decrease_efficacy,compound_5646
compound/compound_323,decrease_efficacy,compound_8343
compound/compound_323,decrease_efficacy,compound_9786
compound/compound_323,decrease_efficacy,compound_9811
compound/compound_323,decrease_efficacy,compound_9338
compound/compound_323,decrease_efficacy,compound_11865
compound/compound_323,decrease_efficacy,compound_9742
compound/compound_323,decrease_efficacy,compound_10010
compound/compound_323,decrease_efficacy,compound_10120
compound/compound_323,decrease_efficacy,compound_10172
compound/compound_323,decrease_efficacy,compound_10379
compound/compound_323,decrease_efficacy,compound_10511
compound/compound_323,decrease_efficacy,compound_10597
compound/compound_323,decrease_efficacy,compound_10660
compound/compound_323,decrease_efficacy,compound_10662
compound/compound_323,decrease_efficacy,compound_10767
compound/compound_323,decrease_efficacy,compound_10944
compound/compound_323,decrease_efficacy,compound_12053
compound/compound_323,decrease_efficacy,compound_12241
compound/compound_323,decrease_efficacy,compound_12250
compound/compound_323,decrease_efficacy,compound_12253
compound/compound_323,decrease_efficacy,compound_12317
compound/compound_323,decrease_efficacy,compound_12453
compound/compound_323,decrease_efficacy,compound_12558
compound/compound_323,decrease_efficacy,compound_12614
compound/compound_323,decrease_efficacy,compound_12740
compound/compound_323,decrease_efficacy,compound_12772
compound/compound_323,decrease_efficacy,compound_12807
compound/compound_323,decrease_efficacy,compound_12887
compound/compound_323,decrease_activity,activity_15
compound/compound_323,decrease_activity,activity_6
compound/compound_323,decrease_activity,activity_40
compound/compound_323,decrease_efficacy,compound_10152
compound/compound_323,decrease_efficacy,compound_1047
compound/compound_323,decrease_efficacy,compound_1100
compound/compound_323,decrease_efficacy,compound_1104
compound/compound_323,decrease_efficacy,compound_1112
compound/compound_323,decrease_efficacy,compound_11338
compound/compound_323,decrease_efficacy,compound_11628
compound/compound_323,decrease_efficacy,compound_1231
compound/compound_323,decrease_efficacy,compound_1232
compound/compound_323,decrease_efficacy,compound_12333
compound/compound_323,decrease_efficacy,compound_1240
compound/compound_323,decrease_efficacy,compound_1247
compound/compound_323,decrease_efficacy,compound_1255
compound/compound_323,decrease_efficacy,compound_1256
compound/compound_323,decrease_efficacy,compound_1265
compound/compound_323,decrease_efficacy,compound_1266
compound/compound_323,decrease_efficacy,compound_1276
compound/compound_323,decrease_efficacy,compound_1277
compound/compound_323,decrease_efficacy,compound_1278
compound/compound_323,decrease_efficacy,compound_1316
compound/compound_323,decrease_efficacy,compound_1328
compound/compound_323,decrease_efficacy,compound_1329
compound/compound_323,decrease_efficacy,compound_1620
compound/compound_323,decrease_efficacy,compound_187
compound/compound_323,decrease_efficacy,compound_212
compound/compound_323,decrease_efficacy,compound_234
compound/compound_323,decrease_efficacy,compound_253
compound/compound_323,decrease_efficacy,compound_274
compound/compound_323,decrease_efficacy,compound_29
compound/compound_323,decrease_efficacy,compound_320
compound/compound_323,decrease_efficacy,compound_329
compound/compound_323,decrease_efficacy,compound_348
compound/compound_323,decrease_efficacy,compound_365
compound/compound_323,decrease_efficacy,compound_375
compound/compound_323,decrease_efficacy,compound_380
compound/compound_323,decrease_efficacy,compound_400
compound/compound_323,decrease_efficacy,compound_402
compound/compound_323,decrease_efficacy,compound_4297
compound/compound_323,decrease_efficacy,compound_44
compound/compound_323,decrease_efficacy,compound_45
compound/compound_323,decrease_efficacy,compound_4546
compound/compound_323,decrease_efficacy,compound_4562
compound/compound_323,decrease_efficacy,compound_4577
compound/compound_323,decrease_efficacy,compound_4592
compound/compound_323,decrease_efficacy,compound_4594
compound/compound_323,decrease_efficacy,compound_479
compound/compound_323,decrease_efficacy,compound_4793
compound/compound_323,decrease_efficacy,compound_501
compound/compound_323,decrease_efficacy,compound_5457
compound/compound_323,decrease_efficacy,compound_5497
compound/compound_323,decrease_efficacy,compound_5516
compound/compound_323,decrease_efficacy,compound_5743
compound/compound_323,decrease_efficacy,compound_5857
compound/compound_323,decrease_efficacy,compound_653
compound/compound_323,decrease_efficacy,compound_657
compound/compound_323,decrease_efficacy,compound_68
compound/compound_323,decrease_efficacy,compound_682
compound/compound_323,decrease_efficacy,compound_715
compound/compound_323,decrease_efficacy,compound_722
compound/compound_323,decrease_efficacy,compound_77
compound/compound_323,decrease_efficacy,compound_7859
compound/compound_323,decrease_efficacy,compound_793
compound/compound_323,decrease_efficacy,compound_7942
compound/compound_323,decrease_efficacy,compound_7980
compound/compound_323,decrease_efficacy,compound_8020
compound/compound_323,decrease_efficacy,compound_8022
compound/compound_323,decrease_efficacy,compound_817
compound/compound_323,decrease_efficacy,compound_820
compound/compound_323,decrease_efficacy,compound_822
compound/compound_323,decrease_efficacy,compound_8371
compound/compound_323,decrease_efficacy,compound_8373
compound/compound_323,decrease_efficacy,compound_871
compound/compound_323,decrease_efficacy,compound_895
compound/compound_323,decrease_efficacy,compound_897
compound/compound_323,decrease_efficacy,compound_898
compound/compound_323,decrease_efficacy,compound_9510
compound/compound_323,decrease_efficacy,compound_9552
compound/compound_323,decrease_efficacy,compound_9561
compound/compound_323,decrease_efficacy,compound_9701
compound/compound_323,decrease_efficacy,compound_998
compound/compound_323,decrease_efficacy,compound_999
compound/compound_323,decrease_efficacy,compound_1001
compound/compound_323,decrease_efficacy,compound_1024
compound/compound_323,decrease_efficacy,compound_1027
compound/compound_323,decrease_efficacy,compound_10418
compound/compound_323,decrease_efficacy,compound_1044
compound/compound_323,decrease_efficacy,compound_1082
compound/compound_323,decrease_efficacy,compound_1102
compound/compound_323,decrease_efficacy,compound_11268
compound/compound_323,decrease_efficacy,compound_11320
compound/compound_323,has_side_effect,sideeffect_951
compound/compound_323,has_side_effect,sideeffect_953
compound/compound_323,has_side_effect,sideeffect_956
compound/compound_323,has_side_effect,sideeffect_959
compound/compound_323,has_side_effect,sideeffect_96
compound/compound_323,has_side_effect,sideeffect_97
compound/compound_323,has_side_effect,sideeffect_973
compound/compound_323,has_side_effect,sideeffect_979
compound/compound_323,has_side_effect,sideeffect_985
compound/compound_323,has_side_effect,sideeffect_989
compound/compound_323,has_side_effect,sideeffect_99
compound/compound_323,has_side_effect,sideeffect_990
compound/compound_323,has_side_effect,sideeffect_991
compound/compound_323,has_side_effect,sideeffect_1034
compound/compound_323,has_side_effect,sideeffect_1046
compound/compound_323,has_side_effect,sideeffect_1129
compound/compound_323,has_side_effect,sideeffect_118
compound/compound_323,has_side_effect,sideeffect_1182
compound/compound_323,has_side_effect,sideeffect_1249
compound/compound_323,has_side_effect,sideeffect_1254
compound/compound_323,has_side_effect,sideeffect_1309
compound/compound_323,has_side_effect,sideeffect_1310
compound/compound_323,has_side_effect,sideeffect_1329
compound/compound_323,has_side_effect,sideeffect_1352
compound/compound_323,has_side_effect,sideeffect_1363
compound/compound_323,has_side_effect,sideeffect_1413
compound/compound_323,has_side_effect,sideeffect_142
compound/compound_323,has_side_effect,sideeffect_1479
compound/compound_323,has_side_effect,sideeffect_1490
compound/compound_323,has_side_effect,sideeffect_1496
compound/compound_323,has_side_effect,sideeffect_1787
compound/compound_323,has_side_effect,sideeffect_1859
compound/compound_323,has_side_effect,sideeffect_1861
compound/compound_323,has_side_effect,sideeffect_1899
compound/compound_323,has_side_effect,sideeffect_1953
compound/compound_323,has_side_effect,sideeffect_1973
compound/compound_323,has_side_effect,sideeffect_202
compound/compound_323,has_side_effect,sideeffect_2033
compound/compound_323,has_side_effect,sideeffect_2071
compound/compound_323,has_side_effect,sideeffect_2167
compound/compound_323,has_side_effect,sideeffect_2174
compound/compound_323,has_side_effect,sideeffect_223
compound/compound_323,has_side_effect,sideeffect_2239
compound/compound_323,has_side_effect,sideeffect_2297
compound/compound_323,has_side_effect,sideeffect_2675
compound/compound_323,has_side_effect,sideeffect_276
compound/compound_323,has_side_effect,sideeffect_2785
compound/compound_323,has_side_effect,sideeffect_2828
compound/compound_323,has_side_effect,sideeffect_284
compound/compound_323,has_side_effect,sideeffect_300
compound/compound_323,has_side_effect,sideeffect_3057
compound/compound_323,has_side_effect,sideeffect_3058
compound/compound_323,has_side_effect,sideeffect_3095
compound/compound_323,has_side_effect,sideeffect_332
compound/compound_323,has_side_effect,sideeffect_3329
compound/compound_323,has_side_effect,sideeffect_335
compound/compound_323,has_side_effect,sideeffect_337
compound/compound_323,has_side_effect,sideeffect_343
compound/compound_323,has_side_effect,sideeffect_3486
compound/compound_323,has_side_effect,sideeffect_355
compound/compound_323,has_side_effect,sideeffect_3572
compound/compound_323,has_side_effect,sideeffect_3576
compound/compound_323,has_side_effect,sideeffect_414
compound/compound_323,has_side_effect,sideeffect_423
compound/compound_323,has_side_effect,sideeffect_464
compound/compound_323,has_side_effect,sideeffect_485
compound/compound_323,has_side_effect,sideeffect_486
compound/compound_323,has_side_effect,sideeffect_490
compound/compound_323,has_side_effect,sideeffect_555
compound/compound_323,has_side_effect,sideeffect_576
compound/compound_323,has_side_effect,sideeffect_577
compound/compound_323,has_side_effect,sideeffect_579
compound/compound_323,has_side_effect,sideeffect_630
compound/compound_323,has_side_effect,sideeffect_646
compound/compound_323,has_side_effect,sideeffect_647
compound/compound_323,has_side_effect,sideeffect_648
compound/compound_323,has_side_effect,sideeffect_674
compound/compound_323,has_side_effect,sideeffect_684
compound/compound_323,has_side_effect,sideeffect_701
compound/compound_323,has_side_effect,sideeffect_720
compound/compound_323,has_side_effect,sideeffect_750
compound/compound_323,has_side_effect,sideeffect_753
compound/compound_323,has_side_effect,sideeffect_76
compound/compound_323,has_side_effect,sideeffect_769
compound/compound_323,has_side_effect,sideeffect_770
compound/compound_323,has_side_effect,sideeffect_772
compound/compound_323,has_side_effect,sideeffect_78
compound/compound_323,has_side_effect,sideeffect_783
compound/compound_323,has_side_effect,sideeffect_800
compound/compound_323,has_side_effect,sideeffect_804
compound/compound_323,has_side_effect,sideeffect_825
compound/compound_323,has_side_effect,sideeffect_835
compound/compound_323,has_side_effect,sideeffect_858
compound/compound_323,has_side_effect,sideeffect_881
compound/compound_323,has_side_effect,sideeffect_891
compound/compound_323,has_side_effect,sideeffect_894
compound/compound_323,has_side_effect,sideeffect_898
compound/compound_323,has_side_effect,sideeffect_913
compound/compound_323,has_side_effect,sideeffect_931
compound/compound_323,has_side_effect,sideeffect_1151
compound/compound_323,has_side_effect,sideeffect_108
compound/compound_323,has_side_effect,sideeffect_109
compound/compound_323,has_side_effect,sideeffect_11
compound/compound_323,has_side_effect,sideeffect_110
compound/compound_323,has_side_effect,sideeffect_1105
compound/compound_323,has_side_effect,sideeffect_1108
compound/compound_323,has_side_effect,sideeffect_1109
compound/compound_323,has_side_effect,sideeffect_111
compound/compound_323,has_side_effect,sideeffect_1114
compound/compound_323,has_side_effect,sideeffect_112
compound/compound_323,has_side_effect,sideeffect_1133
compound/compound_323,has_side_effect,sideeffect_114
compound/compound_323,has_side_effect,sideeffect_115
compound/compound_323,has_side_effect,sideeffect_116
compound/compound_323,has_side_effect,sideeffect_1172
compound/compound_323,has_side_effect,sideeffect_1173
compound/compound_323,has_side_effect,sideeffect_12
compound/compound_323,has_side_effect,sideeffect_120
compound/compound_323,has_side_effect,sideeffect_121
compound/compound_323,has_side_effect,sideeffect_122
compound/compound_323,has_side_effect,sideeffect_1222
compound/compound_323,has_side_effect,sideeffect_1227
compound/compound_323,has_side_effect,sideeffect_1228
compound/compound_323,has_side_effect,sideeffect_1231
compound/compound_323,has_side_effect,sideeffect_1232
compound/compound_323,has_side_effect,sideeffect_1235
compound/compound_323,has_side_effect,sideeffect_1237
compound/compound_323,has_side_effect,sideeffect_1257
compound/compound_323,has_side_effect,sideeffect_1258
compound/compound_323,has_side_effect,sideeffect_126
compound/compound_323,has_side_effect,sideeffect_129
compound/compound_323,has_side_effect,sideeffect_1332
compound/compound_323,has_side_effect,sideeffect_1333
compound/compound_323,has_side_effect,sideeffect_134
compound/compound_323,has_side_effect,sideeffect_135
compound/compound_323,has_side_effect,sideeffect_1356
compound/compound_323,has_side_effect,sideeffect_136
compound/compound_323,has_side_effect,sideeffect_1375
compound/compound_323,has_side_effect,sideeffect_147
compound/compound_323,has_side_effect,sideeffect_148
compound/compound_323,has_side_effect,sideeffect_149
compound/compound_323,has_side_effect,sideeffect_15
compound/compound_323,has_side_effect,sideeffect_1561
compound/compound_323,has_side_effect,sideeffect_158
compound/compound_323,has_side_effect,sideeffect_16
compound/compound_323,has_side_effect,sideeffect_160
compound/compound_323,has_side_effect,sideeffect_161
compound/compound_323,has_side_effect,sideeffect_162
compound/compound_323,has_side_effect,sideeffect_163
compound/compound_323,has_side_effect,sideeffect_1637
compound/compound_323,has_side_effect,sideeffect_165
compound/compound_323,has_side_effect,sideeffect_1653
compound/compound_323,has_side_effect,sideeffect_1656
compound/compound_323,has_side_effect,sideeffect_166
compound/compound_323,has_side_effect,sideeffect_167
compound/compound_323,has_side_effect,sideeffect_168
compound/compound_323,has_side_effect,sideeffect_1685
compound/compound_323,has_side_effect,sideeffect_17
compound/compound_323,has_side_effect,sideeffect_1707
compound/compound_323,has_side_effect,sideeffect_175
compound/compound_323,has_side_effect,sideeffect_176
compound/compound_323,has_side_effect,sideeffect_1765
compound/compound_323,has_side_effect,sideeffect_177
compound/compound_323,has_side_effect,sideeffect_178
compound/compound_323,has_side_effect,sideeffect_18
compound/compound_323,has_side_effect,sideeffect_181
compound/compound_323,has_side_effect,sideeffect_182
compound/compound_323,has_side_effect,sideeffect_187
compound/compound_323,has_side_effect,sideeffect_188
compound/compound_323,has_side_effect,sideeffect_19
compound/compound_323,has_side_effect,sideeffect_190
compound/compound_323,has_side_effect,sideeffect_191
compound/compound_323,has_side_effect,sideeffect_1916
compound/compound_323,has_side_effect,sideeffect_193
compound/compound_323,has_side_effect,sideeffect_2
compound/compound_323,has_side_effect,sideeffect_20
compound/compound_323,has_side_effect,sideeffect_200
compound/compound_323,has_side_effect,sideeffect_2004
compound/compound_323,has_side_effect,sideeffect_203
compound/compound_323,has_side_effect,sideeffect_205
compound/compound_323,has_side_effect,sideeffect_2066
compound/compound_323,has_side_effect,sideeffect_21
compound/compound_323,has_side_effect,sideeffect_210
compound/compound_323,has_side_effect,sideeffect_212
compound/compound_323,has_side_effect,sideeffect_2122
compound/compound_323,has_side_effect,sideeffect_214
compound/compound_323,has_side_effect,sideeffect_215
compound/compound_323,has_side_effect,sideeffect_2168
compound/compound_323,has_side_effect,sideeffect_2169
compound/compound_323,has_side_effect,sideeffect_218
compound/compound_323,has_side_effect,sideeffect_219
compound/compound_323,has_side_effect,sideeffect_22
compound/compound_323,has_side_effect,sideeffect_220
compound/compound_323,has_side_effect,sideeffect_2204
compound/compound_323,has_side_effect,sideeffect_221
compound/compound_323,has_side_effect,sideeffect_2220
compound/compound_323,has_side_effect,sideeffect_224
compound/compound_323,has_side_effect,sideeffect_2241
compound/compound_323,has_side_effect,sideeffect_23
compound/compound_323,has_side_effect,sideeffect_24
compound/compound_323,has_side_effect,sideeffect_243
compound/compound_323,has_side_effect,sideeffect_244
compound/compound_323,has_side_effect,sideeffect_246
compound/compound_323,has_side_effect,sideeffect_248
compound/compound_323,has_side_effect,sideeffect_25
compound/compound_323,has_side_effect,sideeffect_251
compound/compound_323,has_side_effect,sideeffect_253
compound/compound_323,has_side_effect,sideeffect_254
compound/compound_323,has_side_effect,sideeffect_255
compound/compound_323,has_side_effect,sideeffect_257
compound/compound_323,has_side_effect,sideeffect_258
compound/compound_323,has_side_effect,sideeffect_259
compound/compound_323,has_side_effect,sideeffect_26
compound/compound_323,has_side_effect,sideeffect_260
compound/compound_323,has_side_effect,sideeffect_264
compound/compound_323,has_side_effect,sideeffect_265
compound/compound_323,has_side_effect,sideeffect_266
compound/compound_323,has_side_effect,sideeffect_267
compound/compound_323,has_side_effect,sideeffect_27
compound/compound_323,has_side_effect,sideeffect_270
compound/compound_323,has_side_effect,sideeffect_271
compound/compound_323,has_side_effect,sideeffect_272
compound/compound_323,has_side_effect,sideeffect_273
compound/compound_323,has_side_effect,sideeffect_278
compound/compound_323,has_side_effect,sideeffect_279
compound/compound_323,has_side_effect,sideeffect_28
compound/compound_323,has_side_effect,sideeffect_282
compound/compound_323,has_side_effect,sideeffect_285
compound/compound_323,has_side_effect,sideeffect_29
compound/compound_323,has_side_effect,sideeffect_292
compound/compound_323,has_side_effect,sideeffect_293
compound/compound_323,has_side_effect,sideeffect_296
compound/compound_323,has_side_effect,sideeffect_297
compound/compound_323,has_side_effect,sideeffect_3
compound/compound_323,has_side_effect,sideeffect_30
compound/compound_323,has_side_effect,sideeffect_301
compound/compound_323,has_side_effect,sideeffect_302
compound/compound_323,has_side_effect,sideeffect_309
compound/compound_323,has_side_effect,sideeffect_31
compound/compound_323,has_side_effect,sideeffect_313
compound/compound_323,has_side_effect,sideeffect_314
compound/compound_323,has_side_effect,sideeffect_318
compound/compound_323,has_side_effect,sideeffect_319
compound/compound_323,has_side_effect,sideeffect_32
compound/compound_323,has_side_effect,sideeffect_321
compound/compound_323,has_side_effect,sideeffect_322
compound/compound_323,has_side_effect,sideeffect_3279
compound/compound_323,has_side_effect,sideeffect_329
compound/compound_323,has_side_effect,sideeffect_33
compound/compound_323,has_side_effect,sideeffect_331
compound/compound_323,has_side_effect,sideeffect_334
compound/compound_323,has_side_effect,sideeffect_336
compound/compound_323,has_side_effect,sideeffect_3388
compound/compound_323,has_side_effect,sideeffect_340
compound/compound_323,has_side_effect,sideeffect_341
compound/compound_323,has_side_effect,sideeffect_35
compound/compound_323,has_side_effect,sideeffect_36
compound/compound_323,has_side_effect,sideeffect_37
compound/compound_323,has_side_effect,sideeffect_375
compound/compound_323,has_side_effect,sideeffect_376
compound/compound_323,has_side_effect,sideeffect_378
compound/compound_323,has_side_effect,sideeffect_38
compound/compound_323,has_side_effect,sideeffect_383
compound/compound_323,has_side_effect,sideeffect_39
compound/compound_323,has_side_effect,sideeffect_394
compound/compound_323,has_side_effect,sideeffect_4
compound/compound_323,has_side_effect,sideeffect_40
compound/compound_323,has_side_effect,sideeffect_400
compound/compound_323,has_side_effect,sideeffect_403
compound/compound_323,has_side_effect,sideeffect_405
compound/compound_323,has_side_effect,sideeffect_406
compound/compound_323,has_side_effect,sideeffect_407
compound/compound_323,has_side_effect,sideeffect_409
compound/compound_323,has_side_effect,sideeffect_41
compound/compound_323,has_side_effect,sideeffect_410
compound/compound_323,has_side_effect,sideeffect_411
compound/compound_323,has_side_effect,sideeffect_413
compound/compound_323,has_side_effect,sideeffect_416
compound/compound_323,has_side_effect,sideeffect_42
compound/compound_323,has_side_effect,sideeffect_43
compound/compound_323,has_side_effect,sideeffect_435
compound/compound_323,has_side_effect,sideeffect_436
compound/compound_323,has_side_effect,sideeffect_44
compound/compound_323,has_side_effect,sideeffect_45
compound/compound_323,has_side_effect,sideeffect_457
compound/compound_323,has_side_effect,sideeffect_46
compound/compound_323,has_side_effect,sideeffect_48
compound/compound_323,has_side_effect,sideeffect_49
compound/compound_323,has_side_effect,sideeffect_491
compound/compound_323,has_side_effect,sideeffect_5
compound/compound_323,has_side_effect,sideeffect_50
compound/compound_323,has_side_effect,sideeffect_516
compound/compound_323,has_side_effect,sideeffect_518
compound/compound_323,has_side_effect,sideeffect_52
compound/compound_323,has_side_effect,sideeffect_520
compound/compound_323,has_side_effect,sideeffect_522
compound/compound_323,has_side_effect,sideeffect_523
compound/compound_323,has_side_effect,sideeffect_524
compound/compound_323,has_side_effect,sideeffect_53
compound/compound_323,has_side_effect,sideeffect_531
compound/compound_323,has_side_effect,sideeffect_534
compound/compound_323,has_side_effect,sideeffect_535
compound/compound_323,has_side_effect,sideeffect_54
compound/compound_323,has_side_effect,sideeffect_543
compound/compound_323,has_side_effect,sideeffect_55
compound/compound_323,has_side_effect,sideeffect_56
compound/compound_323,has_side_effect,sideeffect_57
compound/compound_323,has_side_effect,sideeffect_571
compound/compound_323,has_side_effect,sideeffect_58
compound/compound_323,has_side_effect,sideeffect_589
compound/compound_323,has_side_effect,sideeffect_59
compound/compound_323,has_side_effect,sideeffect_590
compound/compound_323,has_side_effect,sideeffect_595
compound/compound_323,has_side_effect,sideeffect_599
compound/compound_323,has_side_effect,sideeffect_6
